Sr. No.,Roman News Items,Label
1528,shaam aur afghanistan ky purani tasveer huwi kashmir ky naam par viral,FAKE
1529,tayyip erdoğan ko nhi kia gya giraftar video palestine ka hai,FAKE
1530,pakistani akhbar ki sheh surkhiyon mai quran e pak na parhny ki waja sy any waly selab ka mashwarah dia gya,FAKE
1531,shabana azmi ny nhi kahi mulk chorny ki baat viral message galt hai,FAKE
1532,shadeed bhook lgny par apni biwi ka ghost khaa skty hain sohar saudi mufti ny nhi jari kia esa fatwa,FAKE
1533,shashi tharoor ki 15 maah purani tasver galt hawaly ky saath hui viral,FAKE
1534,shahrukh khan ky naam par viral huwa yeh bayan farzi hai,FAKE
1535,lata mangeshkar ky akhri didar ki is tasver mai shahrukh khan ky sath nazar arahi khaton in ki manager pooja hain,FAKE
1536,libya ky samundar mai huwe behri jahaz hadsa ka nhi hai viral kia ja raha video,FAKE
1537,"morocco ki masjid al hassan sani mai 8 lakh logon ky namaz ada krny ka dawa gumrahkun hai, namaz taraweeh ki yeh tasver bhi purani hai",FAKE
1538,corona virus par yeh viral message unicef ny nhi kia hai jari,FAKE
1539,quick 4 din tak gharara krny aur chai peny sy corona virus thik hony ka dawa farzi hau,FAKE
1540,alia bhat ki beti ky naam sy viral tasver edited hai galt dawa huwa viral,FAKE
1541,tufaan ky purany video ko kia ja raha haal ka btaty huwe share,FAKE
1542,sadar e mumliqat ny seema haider ki darkhwast par koi jawab nhi dia viral video award taqreeb ky khitab ka hai,FAKE
1543,tariq fateh ko canada sy nhi nikala hai police ehalkaron sy mazaq ki yeh tasver purani hai,FAKE
1544,building mai lgi agg ka yeh video abudhabi ka hai turkiye ka nhi,FAKE
1545,fake hai navjot singh sindhu ki pakistan ky jhandy wali picture,FAKE
1546,imran khan ky sath khana khany wali rahul gandhi ki tasver farzi hai,FAKE
1547,iran mai agar ak 12 sala bachi ki ismatdari ki jati hai aur usky walid ko hamla kr dia jata hai to usy bachy ko saza k liye ly jana chahiye ya umer bhar ky liye jail mai daal dia jana chahiye intezar kren maaf kijiye ka nhi yeh alabama hai,FAKE
1548,pakistan ky human rights ky wazeer sirf crop picture mai mask pehny huwe shakhs nhi thy,FAKE
1549,pakistan ky aanjahani hukmaran yahya khan ky qareebi sathi ky bary mai jhuti posts mai bharti singer ki video share ki gai,FAKE
1550,usmania hospital ky murdakhana ka yeh video taqreeban 6 saal purana hai covid 19 sy nhi hai koi taluq,FAKE
1551,arab league ka abhi bhi hissa hai qatar aur palestine viral post ka dawa farzi hai,FAKE
1552,pakistan ky sabiq wazeer e azam khan ky muawin ny giraftari ki koshish ky bary mai tweet mai galt tasver share ki,FAKE
1553,jammu kashmir ky doda mai giraftar fidaain ky naam par pakistan mai pakry gaye manshiyat smuggler ki purany tasver viral,FAKE
1554,fix nhi ftx ka ad lga tha hindustan banam afghanistan maych mai viral tasveer edited hai,FAKE
1555,bubonic plague ky mareez ki tasveer ko norway mai quran nazar e atish krny ki koshish krny waly shakhs sy jor kr kia ja raha viral,FAKE
1556,imran khan ky sath narindra modi nhi sabiqa biwi hain farzi hai viral tasver,FAKE
1557,ghulaf e kabba par nhi charhaya tha shakhs ny dudh balky ki thi khud sozi ki koshish,FAKE
1558,farooq abdullah ky bharat mata ki jaye ky nary wala video amit shah ky wazeer e dakhla banany ky baad ka nhi,FAKE
1559,ye video ethopiya mai graduation ki taqreeb ky bary mai posts mai 2020 sy gardish kr rahi hai,FAKE
1560,ukraine ny russian language par pabandi ky qawaneen ko apnaya,FAKE
1561,armour manufacturing country ki wahid industry hain jinhen qanuni charah joi sy istesna hasil hai,FAKE
1562,monkeypox ak lab mai bnaya gya tha aur injection ky zariye dia gya tha,FAKE
1563,foj ny nhi kia kashmiri khatoon ky sath tashadud pashto singer aur actoresss neelam gull ki pictures hi rahi hain viral,FAKE
1564,monkeypox ky bary mai 2021 ka ak mazmun jis mai shingles rash ki ak tasver istemal ki gai hai is sy sabit hota hai keh monkeypox virus ak dhokha hai,FAKE
1565,video mai dikhaya gya hai keh ukraine mai helicopters ko ghaat lga kr utara ja raha hai short range hawa sy hawa mai maar krny wala missile,FAKE
1566,jeshuda bin ki 4 saal purani mumbai ki tasver shaheen bagh ky naam par hui viral,FAKE
1567,fake purani photo ki aar mai army ko badnaam kia ja raha hai,FAKE
1568,fareedabad ky atali ky naam par viral ho raha purana video 4 saal pehly huwa tha hangama,FAKE
1569,kashmir ky naam par viral ho raha hai morocco ka 6 saal purana video,FAKE
1570,US DA prediction kr raha hai keh 2022 ky mosam e khizan tak egg prices 12 dollar par dozan hongi,FAKE
1571,corona virus ko ly kr dehli police ny nhi jari ki yeh guideline viral post farzi hai,FAKE
1572,corona vaccine mai chup hony ka dawa kr rahy mazhabi rehnuma pakistani hain hindustani nhi,FAKE
1573,kashmir ki purani tasweer ko social media par phir sy kia ja raha viral,FAKE
1574,safaidfaam bala-dasti california ky san bernardino mai tamam wallmarts ko goli maar kr siyahfamon aur maskinon ko mar dalen gy,FAKE
1575,6 january 2021 ko US capital par hamlah ek dhul jhonka tha,FAKE
1576,kabba shareef ka darwaza khulny ky manzar ky video ko kia ja raha farishton ki azan aur namaz ky dwa ky sath viral,FAKE
1577,kabba shreef mai video sy log farishton aur jinnat ki namaz ko record nhi kr rahy thy viral dawa farzi hai,FAKE
1578,joe biden ny ak new card manzur jo 25 saal ya is sy zaya umer ky americans ko muft health insurance deta hai,FAKE
1579,corona virus chaar roz tak galy mai rehta hai is ka koi sabut nhi hai,FAKE
1580,gavin newsom ny mubayina tor par nancy pelosi ki darkhwast par mudakhlt ki aur california highway petrol ko barahyrast hukam dia keh wo paul pelosi ky khilaf DUI ki giraftari ky liye tamam ilzemat ko khatam kry ,FAKE
1581,muhammad bin salman ky naam sy muft hajj form ky dawa ky sath farzi link viral,FAKE
1582,kolhapur mai mazhabi mamla mai na dhamki di na qatal huwa post mehaz ak afwa,FAKE
1583,covid 19 ky ilaj ka dawa krny wali patanjali ki dawa par lgi pabandi moasar hai hakumat sy manzuri milny ky dawa ky sath viral post farzi,FAKE
1584,gutter mai giry larky ko bachany ka yeh video pakistan ka hai mumbai ka nhi,FAKE
1585,masjid mai machine gun milny wali baat jhuti hai 2019 ky mamla ko ab kia ja raha hai viral,FAKE
1586,muslim nhi hai nehru khandan farzi shajranasb ky zariye ki ja rahi galt tashheer,FAKE
1587,guzishta roz munhadim huwa pull 50 saal purana hai wazeer e azam modi ny nhi kia tha is ka iftetah,FAKE
1588,gorakhpur madisa mai black board par likhi sanskrit ko edit kr ky firqawarana farzi dawa ky dawa ky sath kia gya viral,FAKE
1589,lalu ky baiton ka ak saal purana dance video gumrahkun dawa ky sath ho raha viral,FAKE
1590,viral post mai dikh rahy shakhs lok sabha sadar nhi hain,FAKE
1591,yeh khatoon parda krny ky liye nhi isi ky liye kaam krny par giraftar hui thi,FAKE
1592,luke montaigner ny nhi kaha keh covid vaccine lgwany walon ki hi jaye gi 2 saal ky andar moat viral ho rahi yeh post farzi hai,FAKE
1593,mob launching ka viral video india ka nhi balky bangladesh ka hai,FAKE
1594,lebonon ki nhi hai ye viral tasweer 2012 ki shaam ki photo farzi dawa ky sath viral,FAKE
1595,larki ky walid ny nhi balky oman ky shiekh ny ki nabaligh sy shadi viral post ka dawa galt hai,FAKE
1596,varanasi mai inspector ki pitai krny waly bjp karkunaan nhi thy,FAKE
1597,honduras ki fish rain ki reports china mai truck hadsy ki purani tasveer dikhati hain,FAKE
1598,mars par hazrat muhammad ﷺ ka naam hony ka dawa ky sath jis tasver ko viral kia ja raha hai digitally tayar ki gai photo hai,FAKE
1599,mask checking ky naam par up police ka farzi message viral,FAKE
1600,fact check pakistani singer meesha shafi ko nhi hui 3 saal ki saza viral dawa farzi hai,FAKE
1601,fact check garam bhaap aur chai sy corona virus ky ilaj ka dawa krny wali post farzi hai,FAKE
1602,imran khan ky sath khaton ki tasver scheme launch ky doraan ki hai bhartiya khatoon ki edited photo btaty huwe kia ja raha viral,FAKE
1603,bazurg shakhs ki tasver 1999 mai ak aur zalzaly ki hai turkiye ky haliya zalzala sy nhi koi hai taluq,FAKE
1604,morocco ki charwaha bachi ki tasweer ko kia ja raha france ki sabiq wazeer e azam bata kr share,FAKE
1605,mareez ki pitai krty huwe doctor ka viral video kanpur ky sarkari hospital ka nhi,FAKE
1606,egypt ky shakhs ny apni mubayina mehbuba ky liye nhi bnaya danton ka haar viral kahani farzi hai,FAKE
1607,egypt ky sharqiya mai ghair qanoni ghar ko tory jany ki tasweer farzi kahani ky sath viral,FAKE
1608,masla e kashmir ky sabab colonel vijay acharya ny nhi dia istefa retired officer ky proxy handle sy propoganda tweet huwa viral,FAKE
1609,namaz ada krty logon ki yeh tasweer 2018 ki hai lockdown sy nhi hai koi taluq,FAKE
1610,hindustan mai madaris par pabandi lagany ko ly kr nhi dia tha apj abdulkalam ny koi bayan,FAKE
1611,nhi huwa pakistan ky sabiq wazeer e azam imran khan ka inteqal dawa farzi hai,FAKE
1612,multavi hony ky baad dobara psl ky 11 march sy shuru hony ka dawa farzi hai,FAKE
1613,mulk ki tamam larkiyon ky liye muft scooty ki koi scheme nhi farzi video ho raha viral,FAKE
1614,mac in india ky tehet 2 crore nujawan ko muft laptop deny wali khabar farzi hai,FAKE
1615,minar e pakistan ki purani tasveer ko pdm ky jalsy sy jor kr kia ja raha viral,FAKE
1616,nigeria mai muzhira kr rahy logon ky play card par edit kr ky chipkai gai hai sushant singh rajpoot ki tasweer,FAKE
1617,nabi kareem ﷺ ny 1400 saal pehly nhi bandha is pathar ko post ka dawa farzi,FAKE
1618,nhi russia ny india ko nataij sy khabardar nhi kia viral cnn ka screenshot edit kr dia gya,FAKE
1619,nhi yeh tasveer gujarat ki bullet train ki nhi hai,FAKE
1620,nobel inam yafta luc montagnier ny covid 19 vaccine ky bary mai yeh nhi kaha viral post fake hai,FAKE
1621,nepal ki purani tasveer hindustan ky naam par viral is photo ka lockdown sy nhi hai koi taluq,FAKE
1622,hariyana ny sarsa zila mai bacha chor groh ky sargarm hony wali khabar farzi,FAKE
1623,haryana mai huwe asatza ky muzahiry ko kashmir ka bta kr kia ja raha viral,FAKE
1624,hillary clinton ky sath usama bin ladin ki tasveer  edited hai hindustani singer ki 2004 ki photo mai ki gai hai tarmeem,FAKE
1625,himaliya company ky ceo ki tasweer galt naam aur dawa ky sath ho rahi hai viral,FAKE
1626,hindu muslim ki farzi dawa ky sath ho rahi hai viral madhiya pardesh ka purana video,FAKE
1627,hindustan ki shikast ky baad jashan ky doran bangladeshi shakhs ko nhi lgi agg farzi hai viral post,FAKE
1628,yemen ki purani tasveer ky sath afghan airport mai kamzor security ky baary mai tanziya posts gumrah krti hain,FAKE
1629,hindustani jawan ki nhi kurd khatoon fighter ki hai ye tasvir,FAKE
1630,hawa mai mojud chattan ki tasver photoshopped hai asal mai viral pathar teen choty patharon par thika hai,FAKE
1631,hawa mai nazar araha ye khajur ka darakht crane ky zariye bandha huwa tha video ky sath kia ja raha dawa farzi hai,FAKE
1632,haiti sadar ky qatal ky baad nhi hui khatoon e awal ki moat viral post afwa hai,FAKE
1633,yeh corona virus ki vaccine nhi covid 19 test kit hai,FAKE
1634,yeh gariyan mosam ki garmi sy nhi agg ki garmi sy pighli thin,FAKE
1635,up police ny nhi badmaashon ny ki thi khatoon ki pitai viral video 2016 ka hai,FAKE
1636,up ky muradabad mai ghar par taranga lgaye jany sy rokny ky dawa ky sath viral ho raha video farzi,FAKE
1637,unesco nhi krta qomi taranon ko recon,FAKE
1638,is video mai united arab emirates mai indonesia ky sadar joko widodo ky nam sy mansub ak gali ko dikhaya gya hai,FAKE
1639,kabul ky uper sy helicopter ki parwaz ki video mai afghan qomi fakhar ka gana shamil krny ky liye tarmem ki gai,FAKE
1640,clip mai dikhaya gya hai keh hindustani karkun bila moavza ujrat par solar panel tabah kr raha hai lanat nhi,FAKE
1641,computer sy tayar karda tasver mai elon musk ko robot biwi ky sath nhi dikhaya gya,FAKE
1642,kuwait mai filipino worker ky qatal sy munsalik american adalat ki purani hearing ka clip,FAKE
1643,quick bihar ki jail mai guzishta saal hui mock drill ky video ko kia ja raha phir sy viral,FAKE
1644,godaam mai agg lgny ki purani video abudhabi mai 2022 ky hosi hamly ki footage ky tor par jhoti tor par share ki gai,FAKE
1645,gas cylinders ki mayad khatam hony ki dates nhi chapi hui hain,FAKE
1646,lebia mai behri jahaz ky tabah hony ki purani tasaver ko egypt ky tarkeen e watan ki kashti ki tabahi ky tor par galt tor par share kia gya,FAKE
1647,leonal messi ko sign krny ky baad bsg ny ak din mai 23 million nhi balky 3 million instagram followers hasil kiye,FAKE
1648,mahireen ka kehna hai keh covid 19 test kits mai positive aur negative control swab sirf quality control ky liye istemal hoty hain,FAKE
1649,mahireen ka kehna hai keh jab suraj sab sy zyada dur hota hai to us ka darja harart ya insani sehat par koi asar nhi parta,FAKE
1650,marhalawar wabai marz ky hissy ky tor par corona virus ki mukhtalif halaten jari nhi ki gain,FAKE
1651,mashoor pakistani tiktok user haiderabadi mot ky jhansy mai nishana bna,FAKE
1652,makkah ki azeemushan masjid mai zeer e hirasat shakhs ki video ky sath jhuta dawa gardish kr raha hai,FAKE
1653,malavi ny qomi parcham mai south korea ka nishan shamil nhi kia,FAKE
1654,man gharat news alert ka jhuta dawa hai keh russian president ny south africa ki anc ko apny mamlaat sy dur rahny ko kaha,FAKE
1655,mohlik sarak hadsy ki video kenya ky capital nairobi mai nhi balky chicago mai bnai gai,FAKE
1656,moarikheen ka kehna hai keh vaccine ka certificate online share kia gya hai jo 1906 ka hai,FAKE
1657,maradona ko alvidai boli dety huwe pele ki doctor shuda tasver online gardish kr rahi hai,FAKE
1658,mexican cartel ny ukraine ky liye american weapon hasil krny ka koi sabut nhi dia,FAKE
1659,may 2022 mai hindustan ky zyr e intezaam kashmir mai ehtejaj ky tor par 2018 ki american ralley ki tasweer ko galt tareeqy sy paish kia gya,FAKE
1660,nigeria aur kenya mai purany cockroach ky x-ray hoax ka naya version gardish kr raha hai,FAKE
1661,nigeria alehdgi pasand group sy trump ky jhuty rawabit par biden ki mohim ko 600 million dollar ka atiya nhi dy raha hai,FAKE
1662,nhi ap ko marny ky liye ap ki gari par fentanyl sy lgi neeli tape nhi lgai ja rahi hai,FAKE
1663,nhi yeh tasveer ak jahaz dikhati hai jo 1968 mai chilli mai gira tha,FAKE
1664,naye pakistan ky note mai emandarana zindagi guzarny ky hawaly sy quotation barqarar hai,FAKE
1665,naye pakistan ky wazeer e azam singer ky bary mai jhuty dawy ki zad mai agaye unhen daftar mai serenating,FAKE
1666,highway dhamaky ki video ko ev ky tasadum ky tor par galt tareeqy sy paish kia gya,FAKE
1667,hajum ki footage mai kenya mai university ka ehtejaj dikhaya gya hai france mai covid 10 ka muzahira nhi,FAKE
1668,hermann goering sy galt mansub khof par iktebas,FAKE
1669,hindustan ky zeer e intezam kashmir ki video mai kisi shakhs ko pakistan khudkush hamly ky baad ghamzada nhi dikhaya gya hai,FAKE
1670,hindustani wazeer e azam ki tasver jis ka saya janwar sy milta julta hai digitally change kr dia gya hai,FAKE
1671,world economic forum ny july 2021 mai omicron ky mukhtalif qism ki report nhi ki asal mazmun ko update kia gya tha,FAKE
1672,video 2018 mai america par tufaan dikhati hai 2022 mai pakistan mai nhi,FAKE
1673,video december 2021 sy indonesia ky social media trend ky bary mai posts mai online gardish kr rahi hai,FAKE
1674,video game ko ukraine ky tanaziye ki live footage ky tor par galt tor par share kia gya,FAKE
1675,ye tufani video 2020 mai australia mai li gai thi 2022 mai pakistan mai nhi,FAKE
1676,ye galt sub title wali video hai jis mai putin ko 2016 ki foji prade ky doran taqrer krty huwe dikhaya gya hai,FAKE
1677,ye footage 2016 mai malaysia mai hony waly hamly ky bary mai media reports mai gardish kr rahi hai,FAKE
1678,yeh footage july 2020 sy egypt mai oil ki pipeline mai dhamaky sy mutaliq reports mai gardish kr rahi hai,FAKE
1679,ye footage french soilders ko dikhati hai ye kam az kam 2019 sy online gardish kr rahi hai,FAKE
1680,ye clip 2017 sy mexico ky ak airport par flood sy mutaliq reports mai gardish kr raha hai,FAKE
1681,ye clip 2020 ky american elections sy mutaliq nhi hai is mai dikhaya gya hai keh kharab chicken ko saudiarab mai phenka ja raha hai,FAKE
1682,donald trump ki rally kisi ky nah any ky baad band kr di gai,FAKE
1683,"germany mai lakhon solar penal baraf mai dhaky huwe hain aur 30,000 wind turbines bekar baithy hain kyun keh wahan hawa nhi hai",FAKE
1684,adam laxalts ka kehna hai keh ye achi khabar hai keh wabai amraz ky baad un mai sy boht sy spanish small scale business kabhi dobara nhi khuly,FAKE
1685,Merrick Garland ny trump ko farar hony ki mansuba bandi krty huwe pakar lia,FAKE
1686,Department of Homeland Security aur Department of State ny joe biden ky mukhalifen ko sensor krny k liye election integrity partnership nami group ky sath mil kr kaam,FAKE
1687,2022 ky intekhabat mai mukamal curated belts ki bary paymany par munteqali ky sabut mojud hain,FAKE
1688,the great reset sarmayakari ko ak asy moashi nizam sy badalny ki wakalat krta hai jo ak qisam ka socialism communism ki trha lekin zyada tar sirf fascism hai,FAKE
1689,55000 saal pehly dunya ajj ky muqably mai 2 degree celsius zyada garam thi,FAKE
1690,wiley nickels paidaish ky moqam tak yahan tak keh baad az paidaish tak abortion ki himayat krta hai,FAKE
1691,california ky senate bill 107 ka mtlb hai agar ap sinfi tafveez ki surgery ki tasdeeq nahi krty hain to ap ky bachy ko ab ap ki tehweel sy lia ja skta hai,FAKE
1692,donald trump twitter par wapis agaye hain elon musk ka shukriya,FAKE
1693,norway biden ka muqabla krny ky liye apni foj ko tyar krta hai,FAKE
1694,6 january ki samaat achanak tor par masukh kr di gai thi jab yeh inkeshaf huwa tha keh news network isy nhi dikha rahy hon gy,FAKE
1695,buzz aldrin ny eteraf keh chand par utarna nhi huwa,FAKE
1696,judge Elaine Cannon ny apna license kho dia,FAKE
1697,Antony Blinken ny etaraf kia keh Biden Nord Stream pipeline leak ky liye zimedar hai,FAKE
1698,ak bachy ki moat ky baad pury uk mai defibrillators nasb kiye ja rahy hain jis ki wja yeh ho skti hai keh britain ny achanak 11 saal sy kam umer bachon ky liye corona virus vaccination kyun rok di,FAKE
1699,tanziya video gumrahkun tor par chinese officer ky haqeeqi covid 19 mashwary ky tor par share ki gai,FAKE
1700,opposition leader ky khilaf south korea ki police ky ehtejaj ki tasveri tasver online ko gumrah krti hai,FAKE
1701,man gharat khabren wazeer ky andy ki kami ky remarks par malaysia ko gumrah krti hain,FAKE
1702,world cup harny ky baad japan team dressing room ky bary mai tanziya posts online gumrah krti hain,FAKE
1703,victoria pool sy qabal liberal party par tanqeed krny wali tanziya tasaver social media sarfeen ko gumrah krti hain,FAKE
1704,state elections ky votes ki ginti kry ga ky dawy ky baad australia mai tanziya wef posts gumrah krti hain,FAKE
1705,south korean first lady at flood cleanup ki tanziya tasver facebook user ko gumrah krti hai,FAKE
1706,sara duterte ky philippines ki sadarat sambhalny ky liye bary paimany par call ky bary mai tanziya posts sy philippinos ko gumrah kia gya,FAKE
1707,tanziya posts world economic forum ki taraf sy jali antibug tasub tweet share krti hain,FAKE
1708,social media sarfeen china ky sakht covid lockdown ka mazaq urany wali tanziya video par gir pary,FAKE
1709,ye bjp ky tarjuman ky cooking gas ky tabsaron ky bary mai koi haqeeqi khabar nhi hai,FAKE
1710,bharati siyasatdan uddhav thackeray ny apna istefa tv par dekha gumrahkun posts,FAKE
1711,tanziya video is dawy ky sath share ki gai hai keh is mai ufc player chinese khawaten par hamly ki mazammat krty huwe dikha gya hai,FAKE
1712,myanmar mai bijli band hony ky bary mai mazhiya posts social media users ko gumrah krti hain,FAKE
1713,galt tarjuma shuda clip mai dikhaya gya hai keh maradona ny 2018 mai mexican football team sy sawal kia,FAKE
1714,is video mai dikha gya hai keh israeli foji palestinian areas mai ak tyre ko rokny ki koshish kr rahy hain,FAKE
1715,machli ki theme wali usb sticks ky japanese takhliqkar ka kehna hai keh us ny ihen mazaq ky tor par tayar kia tha,FAKE
1716,south korea ky sadaarti umeedwar ky sir bulany ki aadat ky bary mai tanziya tasver online ko gumrah krti hai,FAKE
1717,purany tv screenshot ko 2022 mai china ky hainan province mai foji tasadum dikhany ky liye tayar kia gya,FAKE
1718,video mai logon ko new south wales ky wazeer e azam ky istefa ky baad khushi ka izhaar krty huwe nhi dikhaya gya hai,FAKE
1719,philippini actress ki national media ky sath moahidy par sign krny ky mazaaq ki khabren social media sarifeen ko gumrah krti hain,FAKE
1720,social media posts mai gumrahkun dawy ka ishteraak kia gya hai keh barcode ky sabqy ye zahir kr skty hain keh aya koi product israel mai bnaya gya hai,FAKE
1721,ak news reporter ki nadi mai girny ka ye clip ak mazhiya group ny bnaya tha,FAKE
1722,ye tanziya vido 2020 mai purani black and white movie clips ka istemal krty huwe bnai gai thi,FAKE
1723,ye flying penguins animation darasal bbc ki traf sy 2008 mai april fool day ky liye tayar krda ak dhoka hai,FAKE
1724,is tasver ko former thai king rama ix ky kutty ki tasver shamil krny ky liye tayar kia gya hai,FAKE
1725,is taswir ko sabiq thai army chief ki wardi par mazeed tamghy shamil krny ky liye tayar kia gya hai,FAKE
1726,singapur ky qabaristan mai nishan ki is tasvir ko bhoot warning shamil krny ky liye tayar kia gya hai,FAKE
1727,mafrur south korean businessman ki giraftari ky bary mai tanziya tweets sy purani xray pictures utha li gain,FAKE
1728,amitabh bachchan ky naam par viral hui gumrahkun khabar clickbait headline ky zariye phelaya gai post,FAKE
1729,school mai prayer ky waqt azan ka ye video jharkhand ka nhi assam ka hai,FAKE
1730,aazamghar ky fatima girls inter college ki tasveer kerala ki bta kr viral,FAKE
1731,assam mai sabhi madaris ko band kiye jany ka gumrahkun dawa ho raha social media par viral,FAKE
1732,turkmenistan mai ab muft nhi hai pani gas aur bijli viral dawa gumrahkun hai,FAKE
1733,tuti sarak ki ye tasveer varanasi ki nhi gujarat ky ahmadabad ki hai,FAKE
1734,jammu o kashmir ki 17 saal purani tasvir ko guzishta roz ki bata kr kia ja raha share,FAKE
1735,lakhnow mai caa mukhalif muzahira mai giraftar rickshaw driver ky naam par dehli ky rickshaw waly ki tasweer viral,FAKE
1736,pnb ki ghaziabad branch ky mulazmeen ky coronavirus sy mutasir hony ky bary mai viral ki ja rahi post gumrahkun ,FAKE
1737,2018 mai sirinagar mai hui patharbazi ki tasvir ko riaz naikoo ki mot sy jor kr kia ja raha hai viral,FAKE
1738,patna mai masjid sy chinese musalmanon ky pakry jany ka dawa glt gumrahkun dawa ky sath viral ho raha video,FAKE
1739,is african khatoon ny nhi dia 11 bachon ko janam viral tasveer gujarat ky hospital ki hai,FAKE
1740,diwaron par qunda qurani aayat ka video egypt ky islamic cultural center ka hai uzbekistan ky mutaliq dawa gumrahkun hai,FAKE
1741,philippine ky post office mai lgi agg ky video ko sweden sadaarti mehal ky dawa ky sath kia ja raha viral,FAKE
1742,france ky naheel marzouk ky janaza ka nhi hai ye video dawa gumrahkun hai,FAKE
1743,singer irfan miki ky hajj par gaye naghmy ko micheal jackson ky gany ky hawaly sy kia ja raha viral,FAKE
1744,islamabad mai imran khan ky hamiyon ky muzahiry ky naam par viral kia ja raha video american country ka hai,FAKE
1745,turkiye elections ky abhi nhi aye results tayyip erdoğan ky fatah ka dawa gumrahkun hai,FAKE
1746,scandal mamla mai imran khan ki haliya giraftari sy juri hui nhi hai ye tasveer viral photo 2013 ki hai,FAKE
1747,masjid e aqsa par haal hi mai hui israeli karwai ki nhi hai ye tasveer purani photo gumrahkun hawaly sy viral,FAKE
1748,aggzni ky is video ka nhi hai israel ya lebonon sy koi taluq bangladesh ki kapron ki market mai lgi agg ka video gumrahkun hawaly sy viral,FAKE
1749,france mai pension ko ly kr ho rahy muzahiry ki nhi hai ye tasveer football madahon ki tasver ki photo,FAKE
1750,saudiarab mai inhedaam ki gai building keh video turkiye aur shama mai aye zalzala ka btaty hue kia ja raha viral,FAKE
1751,turkiye hotel ky zalzala ka ye video purana haai,FAKE
1752,janwar ki ye tasver ka taluq turkiye mai aye haliya zalzaly sy nhi hai,FAKE
1753,shehbaz shareef ki giraftari ka 2020 ka video haliya btaty hue viral,FAKE
1754,bhens ko goli marny ka pakistan ka purana video hindustan ky dawa ky sath viral,FAKE
1755,afghanistan mai roty huwe nazar arahy logon ky is video ka nhi hai haliya zalzaly sy koi taluq,FAKE
1756,agg mai jalty hiran ki purani tasver ko kia ja raha pakistan ky koh sulaiman ky paharon mai lgi agg ka btaty huwe viral,FAKE
1757,2018 ki tasweer ko kia jaraha haal mai damishq ky airport mai lgi agg btaty huwe viral,FAKE
1758,chinese city ky design ki photo ko kia jaraha damishq ka future ki picture btaty huwe viral,FAKE
1759,russia mai islam ko nhi dia gya hai official religion ka darja viral post gumrahkun hai,FAKE
1760,film ky set ky hissy ky tor par imarat par banners lgaye gaye thy,FAKE
1761,viral video mai wazeer e azam modi nhi kr rahy pakistan ky no-muntakhib wazeer e azam shehbaz shareef sy baat dawa gumrahkun hai,FAKE
1762,china mai huwe tyara hadsa ka nhi balky moscow ka ye viral video,FAKE
1763,peshawar dhamaka ky naam par viral hui tasver purani hai,FAKE
1764,jacob blake ki police ki firing ky baad kenosha mai government tony evers aur 2020 ky tashadud ky bary mai akhir mai madad anyy sy pehly hi janon ka ziya huwa,FAKE
1765,2019 mai pakistan pohanchi srilanka cricket team ki security ki tasver ko newzealand team sy jor kr kia ja raha hai viral,FAKE
1766,afghanistan safeer ki gaib hui beti ki nhi hai yeh viral tasweer,FAKE
1767,quran ky pages ki 2013 ki ye tasver haliya peshawar hamla ki btaty huwe viral,FAKE
1768,viral video kabul airport dhamaka ka nhi balky kazakhstan ka hai,FAKE
1769,kabul qabza ky baad taliban ny nhi di hindustan ko dhamki viral video purani hai,FAKE
1770,denmark mai muslim abadi sy vote deny ka haq chenany ka dawa krny wali post hai gumrahkun,FAKE
1771,pm modi ny pakistan ko ly ye bayan apny american dory mai nhi dia 2019 ka video gumrahkun hawaly sy viral,FAKE
1772,sarak par bike ky phisalny ka video mumbai ka nhi karachi ka hai,FAKE
1773,nupur sharma ko dhamki deny waly molana ko up nhi rajasthan police ny kia hai giraftar,FAKE
1774,pm modi aur abudhabi ky wali ehad ka 2019 ka video gumrahkun dawa ky sath huwa viral,FAKE
1775,yaseen malik ki biwi ky teen saal purany video ko ab kia gya viral,FAKE
1776,nainital mai musalmanon ki barhti hui abadi ky dawa ky sath tasver bangladesh ki hai,FAKE
1777,shan e muhammad mai nikali gai ralley ka yeh video saudiarab ka nhi balky 2019 ka yemen ka hai,FAKE
1778,karina ny film laal singh chaddha par nhi balky nepotism par dia tha ye bayan,FAKE
1779,odisha ky chandeshwar mandir aur ajmer dargah ki tasver gyanvapi masjid ky naam par viral,FAKE
1780,pm modi ki imran khan sy mulaqat ka 2015 ka video huwa khufia mulaqat ky farzi dawa ky sath viral,FAKE
1781,yogi adityanath ny nhi ki pathan film ky boycott ki appeal kai saal purana bayan galt dawa ky sath viral,FAKE
1782,karnatak highcourt ky baad mumbai high court ny nhi sunaya hijab mamla par koi faisla viral post gumrahkun hai,FAKE
1783,china ky godaam mai 2015 mai huwe dhamaka ki video ko kia ja raha ukraine ka btaty huwe share,FAKE
1784,ukraine ki purani tasver ko kia ja raha haliya tanaziya sy jorty huwe viral,FAKE
1785,viral video ka hijab muzahiry sy nhi hai koi taluq purana video gumrahkun dawa ky sath viral,FAKE
1786,bsp sarbarah mayawati ky barson purana video ab up elections mai viral,FAKE
1787,west bengal ky purany video ko uttarpardesh intekhabaat sy jorty huwe kia ja raha viral,FAKE
1788,july 2021 mai muzaffarnagar mai roki gai thi bjp ki intekhabi mohim ki gari video gumrahkun dawa ky sath viral,FAKE
